Words,Count
"lutf,",1
chashmakoñ,1
tafraqaأpardāz,1
shoshe,1
nichoḌtā,1
bhairoñ,1
laaTh,1
anusār,1
vāvasta,1
jamūd,1
chakhte,1
ujyāloñ,1
nāshir,1
fol,1
jhuñjhlāhaT,1
utrūñgī,1
pāltī,1
sikoḌtā,1
bisrāne,1
ziyāfateñ,1
lachkegī,1
chhaTpaTātā,1
lagūñgī,1
sameTeñgī,1
pīḌhiyāñ,1
ġhammāzi,1
ġhamḳhvār,1
dhañstīñ,1
mizājān,1
sapārāñ,1
"jalīñ,",1
"basīñ,",1
dīvaT,1
filfaur,1
apnā.iye,1
mashīyat,1
zerīñ,1
'taraqqī',1
bhijvāte,1
bañdhā.īñ,1
kaTvā.iye,1
"ḳhūb,",1
hajlā,1
rukuñgā,1
'vā.iz',1
aflāq,1
sañbāliye,1
chhīniye,1
bastanī,1
sabā.eñ,1
maavā,1
topiye,1
pisvā.ūñ,1
gahnī,1
darañdāziyāñ,1
chaurahe,1
mede,1
kasiye,1
shikastagāñ,1
hole,1
chukiye,1
nel,1
piyādoñ,1
nafāsatoñ,1
Toñk,1
farzandagān,1
jhukeñgī,1
arzā.ī,1
harab,1
sāḳhtanī,1
kaho!,1
sahogī,1
paḌhogī,1
darmiyāne,1
biThaa,1
saaqii,1
khiñchvāyā,1
saa,1
silvāyā,1
'ārif,1
shafīq',1
pūjūñgā,1
hīloñ,1
sarkātī,1
syāñ,1
bāTeñ,1
kHāna,1
iiraj,1
sozāb,1
'usmān',1
siile,1
'armāñ',1
mahkāte,1
khichegā,1
sujhāte,1
jhāmtā,1
pastie,1
sul.h,1
kaak,1
uḌā.iyegā,1
haTeñge,1
sanjiyāñ,1
ponDe,1
razā.eñ,1
sūñgheñ,1
ājizoñ,1
muamā,1
tuñd,1
qazā.eñ,1
taḌpoge,1
masose,1
andāziyāñ,1
mañgvā.e,1
lagā.iegā,1
farfar,1
dhamkānā,1
kauñdnā,1
yurish,1
qāte.a,1
chhanvāoge,1
ḳhushrūī,1
kūTtā,1
khilvāna,1
jhapaTTā,1
marazoñ,1
vāb,1
hillat,1
'shraf',1
darrah,1
tanhāi,1
shorī,1
miiñh,1
khūcha,1
phalv,1
kornish,1
machhuvāre,1
anārkalī,1
gallabānoñ,1
khilānī,1
kūcheñ,1
muhreñ,1
chīni,1
reziyoñ,1
tasarrufoñ,1
tabr,1
zirġhām,1
mohabbatāna,1
chandrā,1
firdausī,1
kilīd,1
dahish,1
karāhat,1
shāḳhe,1
tashahhud,1
chahchahātā,1
phūlūñgā,1
phūñkeñge,1
paTtī,1
sanduqcha,1
misriyoñ,1
Dahkāyā,1
misran,1
marogī,1
ginogī,1
banogī,1
ḳhānevāl,1
TaañT,1
uThvātā,1
sharmīlā,1
"dhare,",1
"vasl,",1
jhilmilāhaTeñ,1
sanjīdgāñ,1
chunūñgā,1
soḳhtā,1
mablaġh,1
"jab,",1
meñ?,1
ādmīyyat,1
ḳhabarāna,1
rijā.iyat,1
ḳhabā.is,1
pushtoñ,1
budbudāte,1
"gulshan,",1
āzamī,1
shoba,1
ausat,1
lausī,1
Tarḳhānā,1
sīñchūñgā,1
vah.i,1
rafūgaroñ,1
"yaad,",1
biiT,1
Tākī,1
lekin!,1
mashvira,1
begānagi,1
dhulātī,1
nastarīn,1
tarjumāni,1
chāki,1
jā.iza,1
ruḳhsatāna,1
gānagi,1
pairāhanī,1
lālachoñ,1
sauñpeñ,1
tāñge,1
shādoñ,1
degā?,1
mutāli.a,1
lesoñ,1
humāyūnī,1
usārī,1
sāThvīñ,1
sadīd,1
chamkā.ī,1
sahrī,1
munīb,1
machherā,1
milvā.egā,1
muhāsibo,1
charā.egā,1
musavvir!,1
"sāth,",1
vālā'',1
ehtimaam,1
ruu,1
'āqib,1
sābir',1
mashāhīr,1
luktī,1
momināna,1
dhunak,1
mahrūmoñ,1
pi.njra,1
sañvlā.e,1
'aadil',1
lagaa,1
bhalaa,1
khapāne,1
sīrateñ,1
iftitāhiya,1
bujhaa,1
jalaa,1
terii,1
naqqāloñ,1
sarjū,1
lauTuñgā,1
qaidii,1
bichhaa,1
pinDāl,1
karuu.n,1
sapīda,1
bujhāhuñgā,1
dukhā.ūñgā,1
musāfat,1
sabd,1
machte,1
bidak,1
masatāna,1
sahib,1
ġhazza,1
alāl,1
kūñdne,1
frāmoshī,1
ashāb,1
dāḳhliyat,1
sadākār,1
"abhī,",1
nasq,1
qirat,1
TukḌī,1
ghoḌiyoñ,1
dakkanī,1
lachīlī,1
sandrila,1
degchī,1
beqaum,1
isfār,1
istia.aran,1
kat,1
munāfirat,1
sañgsāriyoñ,1
bahūr,1
raahū,1
ketū,1
ninda,1
vājibur,1
zaTal,1
bādah,1
sargashtā,1
ruḳhsārī,1
nasībo!,1
rāziqoñ,1
ashufta,1
nīshtar,1
fazā.iyāñ,1
vida,1
vadi,1
misqāl,1
ajrām,1
gulistānī,1
jisko,1
chakkiyoñ,1
ḳhwāb,1
afa.ā,1
fidaus,1
ibtizāl,1
gosfand,1
deher,1
farāziyāñ,1
maujzanī,1
shikaste,1
Kamān,1
aTtā,1
masaknā,1
māherīn,1
muarraḳhīn,1
muhājirīn,1
muhaddab,1
"sub.h,",1
ziino,1
charsī,1
laffāziyoñ,1
jirge,1
ḳhārjī,1
murada,1
alqamā,1
mo.ajizāna,1
pīT,1
ājizāna,1
panjatan,1
yazl,1
chīrnā,1
nashīñ!,1
tapā.e,1
jhapkāte,1
"lāchuk,",1
e'tibāriyāñ,1
gāriyāñ,1
calls,1
tābdāriyāñ,1
nārī,1
sant,1
ḳhurdgāñ,1
biThlāte,1
shmshīr,1
azmagīñ,1
khḌanje,1
Tahokā,1
jigarān,1
aḳhlāqan,1
''ḳhushk,1
haidarī',1
'āshir',1
angezī,1
dīdar,1
bheroñ,1
ḳharīdāro,1
mash.alī,1
lakhā,1
jheñpeñ,1
karo.roñ,1
piTvāyā,1
DhinDhoroñ,1
gandhār,1
durre,1
jazā.eñ,1
gumā.e,1
'ash.had',1
mabram,1
tamāniyat,1
ashīr,1
taḌpannoñ,1
ushr,1
shūrvīr,1
jakārtā,1
yojnā,1
mashīñ,1
'ḳhusrav,1
amīr',1
mīnoñ,1
shaḌyañtr,1
'bilāl',1
"sukūñ,",1
Dar'',1
zamīniyoñ,1
āmeze,1
hajam,1
segālī,1
ashnā,1
tarasnā,1
dhañsnā,1
gintiyāñ,1
rasīdā,1
zarā.e,1
pisliyoñ,1
tajāvz,1
zadagānoñ,1
āvaroñ,1
hayyatī,1
chaman',1
ḳhvāhishī,1
aañdī,1
ta.āmul,1
māñdgān,1
thakānoñ,1
Dhañk,1
big,1
parchūn,1
budbudā,1
laaya,1
talañg,1
Thanak,1
'ibn,1
'bedil,1
vahshiyāna,1
sarashk,1
nusḳhoñ,1
sahlul,1
'kākavī',1
DhuñDvā,1
mañgā.iye,1
añgīThī,1
ādām,1
hunūd,1
bikye,1
taftīda,1
kātūñ,1
phislegī,1
huut,1
māḳhūz,1
suthrāv,1
ulaTre,1
afsos!,1
'nāshād',1
bisorūñ,1
sīñcheñge,1
vahābī,1
gurgābī,1
inabī,1
ġhuncho,1
ārābī,1
inthā,1
muḳhālifāna,1
uqd,1
unaqā,1
yuuñ!,1
tirī!,1
māsūmiyat,1
shāho,1
ragḌī,1
phuk,1
sūjhnā,1
apāhijoñ,1
kaddār,1
soḳhtoñ,1
DabDabā.īñ,1
chhuḌvā.ī,1
karvāo,1
mātahat,1
dā.iyān,1
vānī,1
bhaktoñ,1
ragaḌvā.egī,1
kahvāte,1
pachāre,1
ḳhezyāñ,1
tanābī,1
āvrī,1
chiḌkoge,1
tāhum,1
sekvānā,1
sirhāna,1
takābū,1
chugnā,1
khañgāleñge,1
yār!,1
DabDabāte,1
bāshiyoñ,1
baabī,1
ak,1
amīnoñ,1
laukā,1
khale,1
jāñche,1
roīdgī,1
chhale,1
kahlavāte,1
tahrīq,1
jhijke,1
juvāriye,1
khudā.iyoñ,1
khaḌkeñge,1
drī,1
mufrad,1
dyār,1
papoTe,1
sipāhiyāna,1
māndagī,1
rājā,1
mazāfātī,1
vāstoñ,1
havālātī,1
mahvaroñ,1
musavvirān,1
dīdbānoñ,1
tamavvujoñ,1
ḳharābi,1
tabsirā,1
etamādī,1
ḳhūmār,1
nāstrā,1
ulTegā,1
samote,1
rachne,1
khurachte,1
tamsīlī,1
ḳhumārīñ,1
chele,1
uḌāvegā,1
krodh,1
Teksālī,1
Tāleñ,1
rāzdāri,1
boñDle,1
gaḌā.e,1
phoḌeñge,1
lahnoñ,1
jalvatī,1
Thaliyā,1
inqalābātī,1
Dule,1
baiThā.e,1
khakheḌeñ,1
tasavvuroñ,1
mahīñvāloñ,1
zorā,1
malakī,1
daho,1
purshis,1
zīq,1
shaho,1
rockitoñ,1
seTh,1
ihzāñ,1
mākrīñ,1
chhohāroñ,1
"vālo,",1
murārī,1
jauzaf,1
laggī,1
talī,1
ToñTī,1
chavannī,1
tuḌvāne,1
ūl,1
julūl,1
raaḌ,1
karbobalā,1
jhiḌkā,1
kāñsā,1
dasrath,1
farīzoñ,1
kāḌhtī,1
qamīzoñ,1
malmalīñ,1
visoñ,1
krīzoñ,1
burīdoñ,1
arshe,1
'mansūr,1
āfāq',1
ramal,1
DaaT,1
jiip,1
kañdoī,1
mūñgphalī,1
karārī,1
ubrā,1
gonDvāna,1
juzvest,1
tarahdārī,1
afgārī,1
sharābiyoñ,1
shāhrah,1
alkas,1
bayyañ,1
dastgīr,1
bāsira,1
samī.a,1
qār.īn,1
nachīdast,1
chithḌe,1
purāl,1
saḌte,1
maḌhte,1
batlāne,1
thameñgī,1
phāgunī,1
gunī,1
liin,1
munī,1
through,1
bypass,1
āsīn,1
tāpne,1
manzaro,1
sīsa,1
sāniya,1
attachi,1
bayyaz,1
ilāqā.ī,1
isyān,1
jugnuo,1
darshāne,1
qārūnī,1
manvāte,1
muskāte,1
jodhā.bā.ī,1
jhāḌtā,1
mujhe....,1
muāshqe,1
sāñvaliyāñ,1
rodesia,1
chiñghāḌtī,1
julāhī,1
jarīdoñ,1
charāgāhoñ,1
Teble,1
vābastgān,1
qutr,1
bulvāoge,1
ilqā,1
buq.a,1
muzman,1
nishāteñ,1
''tumheñ,1
tahūra,1
makrū,1
'maqbūl',1
ḳhulus,1
act,1
qayādateñ,1
image,1
kāt.te,1
"manzil,",1
balvān,1
edition,1
jhapkiyāñ,1
मावरा,1
रसन,1
दार,1
rāhravān,1
hārūñgā,1
"roTiyāñ,",1
rahnumā.e,1
maqtazā,1
khaTkhaTā.egā,1
baḳhshiye,1
dīvana,1
mahūratoñ,1
arīza,1
itbāq,1
shahīdī,1
hadīdī,1
jadīdī,1
katbāt,1
īmanoñ,1
ḳhurūsh,1
ibrāhīmī,1
ghulāvaTeñ,1
jastgān,1
nāgpūrī,1
mīlān,1
hamhamātī,1
tamannā.iyoñ,1
chalā.egā,1
hameshā.ī,1
kīqabād,1
pīre,1
bardādī,1
soñTī,1
ravañ,1
malīde,1
pañkhḌiyāñ,1
ghuse,1
mazdūriyāñ,1
darbasta,1
hamhame,1
vārān,1
nasījoñ,1
ghuleñ,1
rafīqāna,1
shush,1
nagī,1
nūrīñ,1
bākiyāñ,1
ghulīñ,1
jachī,1
manak,1
āhaT!,1
māñjhiyo,1
chaukiyāñ,1
bhūla,1
muġhanniyoñ,1
ilmoñ,1
palTte,1
bechīñ,1
mahkātā,1
pattan,1
mahmūda,1
'ġhāziya',1
raizī,1
nahangān,1
garden,1
jauahr,1
labrezī,1
murīdāñ,1
qadrāñ,1
rahān,1
peshravān,1
sarkegī,1
dīdā,1
ārifān,1
nzm,1
taḳhsis,1
afroziyāñ,1
guftārāñ,1
ḳhayālāñ,1
savāliyān,1
havso,1
chauñkeñ,1
korāna,1
chauñdh,1
numā.ishī,1
ziinā,1
safrāvī,1
israel,1
raqsān,1
pilvāo,1
shajī.a,1
maujūdgi,1
raushniyo,1
chirāġh,1
mausīqi,1
TūTūñ,1
sañvaregā,1
likhogī,1
lauTūñgī,1
umrī,1
Kashkol,1
muḳhbirān,1
saīlb,1
afīf,1
sā.ib,1
gunche,1
tihī,1
barā.ī,1
ḳhayāle,1
ġhazand,1
muqattar,1
suna,1
'mamnūn',1
dilā.ūñgā,1
hāslī,1
imā,1
buzrugāñ,1
dahkāo,1
bārgāheñ,1
kunDal,1
dhunkā,1
hameshgiyāñ,1
azloñ,1
rizqoñ,1
paiġhambarāñ,1
nichoḌtī,1
qatar,1
haTāoge,1
mushkbārī,1
shāhkārī,1
rabbānī,1
maddāhoñ,1
saTpaTā.e,1
cycleñ,1
ginvāo,1
jura.a,1
mājid,1
istavā,1
bañsarī,1
chillā.ūñgā,1
nācheñge,1
buneñge,1
sāhabān,1
kahlā.ūñgā,1
gaddārān,1
murāslāt,1
shisha,1
qafso,1
ahinsā.ī,1
makrullāh,1
'mardān,1
permit,1
"Thahar,",1
chukā.egā,1
dastarī,1
ġhūloñ,1
Thekrā,1
bābil,1
samā.eñge,1
gāmiyāñ,1
jhelūñgā,1
imtihānan,1
ulā.ī,1
chete,1
havālī,1
sannā.iyāñ,1
ī.zā.en,1
mustaujib,1
TīTar,1
hathkandoñ,1
nazrān,1
muntaḳhabān,1
karbat,1
sākenīn,1
ahdoñ,1
jabba,1
''apnī,1
karegā'',1
la.ālī,1
gañvā.iyegā,1
Dubā.iyegā,1
manā.iyegā,1
qalamdāñ,1
bar.ār,1
qasīm,1
pā.eñtī,1
likhāve,1
tapāñchoñ,1
shuad,1
jītoñ,1
saġhīr,1
harakāteñ,1
ikarāh,1
lāvbālī,1
pard,1
harkāroñ,1
vamā,1
phiryo,1
phūleñge,1
bichhvāi.ye,1
purḳham,1
ned,1
va.iid,1
puulī,1
chāo,1
chūz,1
bāshiñdagān,1
uktāte,1
ujāḌo,1
istīmāl,1
nirmūl,1
itrā.īyo,1
qaranī,1
maq.īs,1
bulā.iyegā,1
mufāriqat,1
shamānat,1
lauTiyo,1
jevḌā,1
kahā.ūñ,1
majhla,1
nirbāh,1
Dahkāte,1
nālīdan,1
bardāar,1
jītoge,1
qarāvul,1
parīdan,1
uchTe,1
natā,1
choTTe,1
alhamdulillāh,1
'faqīr',1
etiqādī,1
rījheñ,1
pachā.īñ,1
rijhāyā,1
box,1
dashnoñ,1
gervī,1
sanñāhaTeñ,1
arna,1
nāhiye,1
dhuniyegā,1
fuzlā,1
ginyegā,1
kahāveñ,1
sālūsī,1
ġhusil,1
tuḌāne,1
kitābatoñ,1
kashīdgāñ,1
tapīdgāñ,1
ārmīdgāñ,1
uzīdgāñ,1
muḳhtafī,1
shāmma,1
nīshkar,1
shakarīñ,1
taubar,1
zaqnī,1
to!,1
sukaḌ,1
nasaq,1
sādhūoñ,1
masqala,1
tanabboh,1
āvarda,1
bada,1
farañgistāñ,1
abīrī,1
ḳhumī,1
sheftagāñ,1
paivastagī,1
''kaho'',1
sarv!,1
davāvīn,1
lapeToñ,1
uktā.eñ,1
taqātur,1
chhidrī,1
jehtī,1
ḳhurmā,1
dikhā.uñgī,1
bichheñ,1
harīfā.ī,1
janāboñ,1
'sharqī',1
phuslā.egī,1
nigh,1
āvārgām,1
rāzdān,1
vafā!,1
hādsa!,1
banāvaTī,1
bhāratvarsh,1
panjand,1
uḳhūvat,1
dīdiyoñ,1
alvida,1
zaañ,1
nujūb,1
charāġhe,1
chhalāñgoñ,1
bachhḌe,1
tarerī,1
kavar,1
sudhāregī,1
keñchul,1
sarīkhī,1
naḳhvatoñ,1
zholīdagī,1
jhinjhoḌī,1
mufārreh,1
''jān,1
nagar'',1
kitābeñ?,1
'marġhūb',1
madduā,1
maktiba,1
chhiñT,1
kashīsh,1
taujīh,1
dutkārā,1
dalūñ,1
laḌānī,1
jatānī,1
chhīñke,1
utāq,1
paḌhānī,1
sujātā,1
tāziyat,1
mufaridāt,1
khab,1
ghuTegī,1
ġhabī,1
mukāshafāt,1
sulānī,1
chāñTā,1
chhag,1
imkānoñ,1
āsāroñ,1
sikoḌī,1
ghulā.eñge,1
tāliboñ,1
badobast,1
Dubāte,1
sanāhaTe,1
qazāyā,1
taqdīm,1
sunva,1
payāda,1
sabāti,1
safīhoñ,1
ma.āni,1
mutamatta,1
muzīl,1
diibā,1
zā.iroñ,1
ġhasb,1
munnoñ,1
baīnoñ,1
pīri,1
ta۔avīz,1
mullāñ,1
hilā.egā,1
ḳhūyoñ,1
uuneñ,1
vaj.hak,1
maqsūdī,1
sīshā,1
nibḌe,1
Dubā.eñ,1
ta.ajjubāt,1
'jijīvishā',1
chāñdniyāñ,1
suhā.ī,1
garajne,1
bīt.te,1
chīriye,1
chaupāya,1
kināyatan,1
san.atoñ,1
revolver,1
chhai,1
'maz.har,1
mahmūl,1
qadāmateñ,1
māñg!,1
jāñchte,1
jhahat,1
'jān,1
aiñThī,1
jāñ',1
naġhfūr,1
mīrzā.i,1
pasmānda,1
tuġhre,1
nāras,1
'latīfī',1
mutavāzī,1
jhunjhunāhaT,1
savābī,1
aamne,1
nirbal,1
kāñTī,1
zarḳheziyoñ,1
baḌbaḌātī,1
imāmān,1
chīrte,1
half,1
sakr,1
paima,1
sañbhaltī,1
bhālnā,1
rulvātī,1
sāt.gīñ,1
mīchoge,1
chārdahum,1
mushāvrat,1
basroñ,1
uzlateñ,1
TuuTū,1
ekitāb,1
bhisht,1
iqān,1
ssakinān,1
chhipkalī,1
mintoñ,1
mahkīñ,1
hav.ā,1
lā.iqā,1
ā'zā,1
rañjan,1
dihish,1
sāñtvnā,1
muḳhtas,1
bajā.egā,1
tajjār,1
jam.hūr,1
bhigo.egā,1
marhamī,1
shafaqistāñ,1
navīsanda,1
sauq,1
uñDelī,1
mīnāoñ,1
āsmīñ,1
quvā,1
bīt.tī,1
kunjoñ,1
bhurnhurī,1
ftina,1
giyāhī,1
tarāshīdagī,1
ujlā.e,1
Therne,1
badkār,1
unsiyyat,1
'ḳhirām',1
self,1
aavā,1
masrūfī,1
muġhānī,1
asfalenī,1
shaġhlī,1
taskīnī,1
sheristāñ,1
e'timādoñ,1
phāvḌoñ,1
kañgūre,1
maikadā,1
kashā.ish,1
āqilo,1
tārīfoñ,1
shamsād,1
mashrabo,1
fis,1
rizqokum,1
kora,1
naisān,1
likhi.yegā,1
ghoḌī,1
dauḌā.iyegā,1
baabe,1
phirvā.iyegā,1
uThvā.iyegā,1
banvā.iyegā,1
āzurdagān,1
kamrī,1
gamī,1
hajūz,1
maskanoñ,1
vyākul,1
ja.īho,1
"husn,",1
"sāvan,",1
"jhūle,",1
"sakhiyāñ,",1
'rādhā',1
'shyām',1
timtimātā,1
ragaḌtī,1
kalāmullāh,1
raT.tā,1
farzānā,1
dīñdār,1
'amānī',1
itfā,1
subuksāroñ,1
bakūñ,1
peñDe,1
haif!,1
sābiaqe,1
'dard'!,1
mumtanā,1
dazīda,1
sheḳhū,1
nanāhī,1
jhichak,1
bhejiyo,1
kakul,1
sunvāne,1
murġhoñ,1
Darbā,1
sunvā.īñ,1
vazhgūñ,1
kaḌāpan,1
pā.ezī,1
pāe,1
gad,1
pherūñ,1
kañghiyāñ,1
shabdez,1
shīshā,1
barbatoñ,1
"bhañvre,",1
jāduoñ,1
magar!,1
aḳhbārāt,1
iḳhityār,1
mīchtā,1
"kahūñ,",1
nauhagar!,1
munkashif!,1
"jhoñkā,",1
moīn',1
"karnā,",1
"shādābī,",1
vālā!,1
"muqarrar,",1
shahr!,1
"had,",1
planning,1
"fāsle,",1
"tak,",1
"guzregā,",1
"dikhā.ūñgā,",1
"aur,",1
baar!,1
"rāñjhā,",1
chihlum,1
"dūlhā,",1
ratiyā,1
"murlīdhar,",1
"rādhā,",1
padman,1
mevāt,1
koThiyāñ,1
"saperā,",1
shalvāroñ,1
eleven,1
E,1
N,1
gest,1
P.I.A,1
DākTroñ,1
haḌtāloñ,1
V,1
chanel,1
lohāroñ,1
''lālū,1
khet'',1
qavvāloñ,1
U,1
dekhā?,1
S,1
night,1
kalboñ,1
bābīl,1
ukhāḌtā,1
ḳhārān,1
DāñvāDol,1
movāhhid,1
vurūd,1
choukas,1
rūs,1
namrūdī,1
raqmoñ,1
"sādhū,",1
sundarvan,1
chakāchaund,1
tafraqoñ,1
"harām,",1
nashīboñ,1
pachchham,1
bismilān,1
bagoyam,1
morā,1
bago,1
hasd,1
gulrez,1
jānañ,1
muhtamal,1
nādira,1
nābiġha,1
gulchīno,1
mukhī!,1
phireñgī,1
dīgarī,1
aiyyāshiyāñ,1
paheliyoñ,1
yakta,1
''jitnī,1
dilnashīñ,1
nāpūñ,1
phū.koñ,1
qanā.ateñ,1
Dhāloñ,1
silī,1
chūhe,1
chañdariyā,1
aqsāt,1
"kashmīran,",1
tantane,1
bangālan,1
chipkūñ,1
"dekhūñ,",1
galiyāre,1
avāmī,1
sajil,1
''shāyad,1
lagā'',1
ghulāe,1
chhalkīñ,1
ġhalāzateñ,1
afsarī,1
sapāsī,1
tuhūrā,1
āvārgī!,1
māvara,1
faqīhāñ,1
piseñge,1
qahrmān,1
falūja,1
tabarrā,1
bikhrā.ūñ,1
jānāñ!,1
nahlātā,1
gīna,1
shīrīniyoñ,1
pā.emāl!,1
tannāza,1
muskā.egā,1
"āhaTeñ,",1
peñgoñ,1
subbahoñ,1
bālā.e,1
hyderabad,1
fayāzī,1
nafīroñ,1
sañjāñ,1
kabīroñ,1
saġhīroñ,1
qalīloñ,1
kasīroñ,1
pazīroñ,1
asrāroñ,1
añdkoñ,1
bisyāroñ,1
zunnāroñ,1
sumūdī,1
zavvāroñ,1
dvāra,1
chatur,1
manda,1
beora,1
tamācha,1
satā.iyāñ,1
absār,1
ta'al,1
daula,1
āsaf,1
ma'adalat,1
ḳhumar,1
ilā,1
shakar*,1
navāsanj,1
sipahdār,1
bhiḌnā,1
vinglish,1
kotāhiyāñ,1
irādo,1
'lubnā',1
mūThiyāñ,1
samhliyo,1
ThaToliyoñ,1
gūmūñ,1
sidhāro,1
'qāsmī'!,1
dilhanoñ,1
nibhā.ūñgā,1
donālī,1
ījādī,1
saub,1
pīrem,1
kalb,1
qillādī,1
ubbādī,1
aurādī,1
bahzādī,1
aulādī,1
āhī,1
nasar,1
pūrī,1
haidrābādī,1
īrādī,1
Tasve,1
la.īnoñ,1
duty,1
maktaba,1
fath,1
jagmagā.uñgā,1
juT,1
darmāndagāñ,1
dāhine,1
sadāo,1
naqqār,1
parastrān,1
palre,1
tajziyā,1
hukaman,1
mutarādif,1
gu,1
afqaroñ,1
'asar,1
duniyavī,1
tira,1
afagnī,1
āghī,1
jurat,1
āzrī,1
kāfrī,1
māhir',1
fagār,1
umm,1
tā.i,1
sajdāt,1
'ġhaznī',1
chaub,1
unko,1
uphār,1
mashriqain,1
updesh,1
kaajū,1
vyvasthā,1
kashTkārī,1
laabh,1
"maar,",1
'mahbūb,1
ḳhizāñ',1
afsurdagān,1
"chakkar,",1
shahtīroñ,1
khulat,1
bechtī,1
nastī,1
āri.iyoñ,1
azlī,1
punam,1
''kār,1
guzārī'',1
vās,1
āgyā,1
numāo,1
damkī,1
ltuf,1
farshoñ,1
pachtā,1
tambū,1
isnāniyat,1
TimTimānā,1
''kun'',1
lalchā.egā,1
tāpeñge,1
vajh,1
bāolī,1
sabātiyāñ,1
hīrā,1
shiāriyāñ,1
tazkiya,1
nīgāhiyoñ,1
talabgāri,1
tulu,1
darbāriyoñ,1
burāde,1
francisi,1
sustā.egā,1
rachnāoñ,1
ījādo,1
bātinan,1
kāmilān,1
kāmnā,1
jhilmilā.egā,1
'thames',1
sifatī,1
irtafā,1
shāhida,1
jyotī,1
'krishn,1
mohan',1
kālimā,1
dubidhā,1
gusal,1
rahguzr,1
pūchhnī,1
rā.īl,1
purpech,1
bhagāyā,1
galāyā,1
faslī,1
mazrūa,1
ravānā,1
pokhrāj,1
istimzāj,1
bandagiyāñ,1
uñDal,1
pattāyā,1
DhuñDhvāyā,1
fals,1
istīsāl,1
sāqib,1
Thukrā.iye,1
pheriye,1
nātavān,1
nīstān,1
da.avatī,1
gune,1
ambarīn,1
ātishīn,1
chamḌā,1
nachvā.e,1
faishanoñ,1
"girya,",1
"māyūsī,",1
area,1
lāñgh,1
mubāhāt,1
safīran,1
insāf!,1
kuñvar,1
laase,1
āshyiānī,1
istiqāmateñ,1
pahredāro,1
khūsaT,1
aizzah,1
tūlāniyoñ,1
muḳhtā,1
gashtagān,1
yakjihatī,1
mehvish,1
kargasī,1
bojhoñ,1
barḳhud,1
dukhnā,1
phañsā.en,1
Daseñ,1
qumchī,1
biThlā.iye,1
tākeñge,1
jalvāte,1
'tasallī',1
numā.iyoñ,1
shakebā.iyāñ,1
shanāvaro,1
gharelū,1
thāmī,1
havan,1
thapthapā.ī,1
phahre,1
vajhul,1
ruñdhne,1
phuhāroñ,1
libādā,1
'pāshī'!,1
'elīnāpā',1
shikāriyo,1
ghūmoge,1
aañjo,1
banner,1
'vishvās',1
banphūl,1
jhanḌoñ,1
taToñ,1
ghuñghrāle,1
murthal,1
bāToñ,1
"dekhā,",1
"royā,",1
āstiktā,1
nāstiktā,1
ughāriyegā,1
kamiyāñ,1
ġhazaleñ,1
dushāla,1
pant,1
moch,1
svar,1
phuñkegī,1
bhuniyegā,1
phiriyegā,1
mohatāj,1
bhujañgā,1
kaDhañgā,1
kaTTā,1
dabañgā,1
Dakāriye,1
phāñsiye,1
vāriye,1
ġhammāzoñ,1
phaḌphaḌānā,1
firduas,1
bā.īmān,1
mādin,1
pilañg,1
angarkhā,1
DhūñDuñgā,1
chupā.iyo,1
ḳhirdān,1
sujhā.iyāñ,1
vehdat,1
loTūñ,1
isālat,1
bāla,1
haqqā,1
likhauTe,1
to.am,1
nātavānī,1
Tīpū,1
'miskīn',1
makḌoñ,1
uTañgā,1
aḌañgā,1
bilūr,1
'maqtūl',1
zishti,1
nihāda,1
nigāre,1
durdi,1
afsharda,1
ḳhifā.ī,1
Tāleñge,1
ne.osh,1
luft,1
ḳhiram,1
manashoñ,1
'rusvā',1
'hairāñ',1
tavakkal,1
naddāf,1
maḳhrūtī,1
baḳhta,1
laTkātā,1
dauḌātī,1
chhutūñgā,1
mūsiyā.ī,1
chakkhiyāñ,1
shaḳhsh,1
khuroñ,1
tavele,1
bhagele,1
manjhele,1
phāñstā,1
sān.e,1
pahchānat,1
dhamkā,1
galiyārī,1
sijn,1
qasroñ,1
dāru,1
tib,1
mimmazīd,1
dauḌā.iye,1
āzmāish,1
mudārāteñ,1
fājir,1
parindagāñ,1
saqāfatoñ,1
chhihattar,1
kagar,1
nālī,1
jāgīroñ,1
dilliyāñ,1
sūñghte,1
phūhaḌ,1
phalāñgne,1
moñchh,1
marjāna,1
qulāñcheñ,1
thakāne,1
shāntī,1
sharīfe,1
chakla,1
uḌāoge,1
likhāo,1
uchchhālo,1
kohnagi,1
haklātā,1
rasam,1
Tāpeñ,1
muzashtarāb,1
sabīhān,1
kañTh,1
niib,1
vatanāñ,1
qutbain,1
sarāmad,1
barhman,1
maḳhlūqāt,1
laġhzish0,1
darmāndā,1
ahamad,1
khān,1
bāzad,1
ma.ābid,1
falakiyyāt,1
machne,1
bulvā.iyegā,1
qarn,1
chhuḌvā.egā,1
"bīm,",1
dūrdarshan,1
dārussabab,1
yarqānī,1
jhukeñge,1
irshādāt,1
muqām,1
azārā,1
taufīr,1
chhiḌkeñ,1
vahshate,1
chīḳhūñ,1
hindūstān,1
murdagāñ,1
ḳhurdagāñ,1
dīdah,1
gashtan,1
āvurdagāñ,1
ā.īña,1
pazhmurdagāñ,1
intizāristāñ,1
rozg,1
ārī,1
ghisegā,1
tavvām,1
qāta,1
ābistanī,1
bahīsht,1
bulvā.iye,1
ājizāñ,1
davīdan,1
saiyyād,1
